ID,area_cd,area_nm,signgu_cd,signgu_nm,full_region_nm,area_nm_normalized,signgu_nm_normalized,full_region_nm_normalized,usage_note
region_46_46800,46,전라남도,46800,장흥군,전라남도 장흥군,전라남도,장흥군,전라남도장흥군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46810,46,전라남도,46810,강진군,전라남도 강진군,전라남도,강진군,전라남도강진군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46820,46,전라남도,46820,해남군,전라남도 해남군,전라남도,해남군,전라남도해남군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46830,46,전라남도,46830,영암군,전라남도 영암군,전라남도,영암군,전라남도영암군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46840,46,전라남도,46840,무안군,전라남도 무안군,전라남도,무안군,전라남도무안군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46860,46,전라남도,46860,함평군,전라남도 함평군,전라남도,함평군,전라남도함평군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46870,46,전라남도,46870,영광군,전라남도 영광군,전라남도,영광군,전라남도영광군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46880,46,전라남도,46880,장성군,전라남도 장성군,전라남도,장성군,전라남도장성군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46890,46,전라남도,46890,완도군,전라남도 완도군,전라남도,완도군,전라남도완도군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46900,46,전라남도,46900,진도군,전라남도 진도군,전라남도,진도군,전라남도진도군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_46_46910,46,전라남도,46910,신안군,전라남도 신안군,전라남도,신안군,전라남도신안군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47111,47,경상북도,47111,포항시 남구,경상북도 포항시 남구,경상북도,포항시남구,경상북도포항시남구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47113,47,경상북도,47113,포항시 북구,경상북도 포항시 북구,경상북도,포항시북구,경상북도포항시북구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47130,47,경상북도,47130,경주시,경상북도 경주시,경상북도,경주시,경상북도경주시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47150,47,경상북도,47150,김천시,경상북도 김천시,경상북도,김천시,경상북도김천시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47170,47,경상북도,47170,안동시,경상북도 안동시,경상북도,안동시,경상북도안동시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47190,47,경상북도,47190,구미시,경상북도 구미시,경상북도,구미시,경상북도구미시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47210,47,경상북도,47210,영주시,경상북도 영주시,경상북도,영주시,경상북도영주시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47230,47,경상북도,47230,영천시,경상북도 영천시,경상북도,영천시,경상북도영천시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47250,47,경상북도,47250,상주시,경상북도 상주시,경상북도,상주시,경상북도상주시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47280,47,경상북도,47280,문경시,경상북도 문경시,경상북도,문경시,경상북도문경시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47290,47,경상북도,47290,경산시,경상북도 경산시,경상북도,경산시,경상북도경산시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47730,47,경상북도,47730,의성군,경상북도 의성군,경상북도,의성군,경상북도의성군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47750,47,경상북도,47750,청송군,경상북도 청송군,경상북도,청송군,경상북도청송군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47760,47,경상북도,47760,영양군,경상북도 영양군,경상북도,영양군,경상북도영양군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47770,47,경상북도,47770,영덕군,경상북도 영덕군,경상북도,영덕군,경상북도영덕군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47820,47,경상북도,47820,청도군,경상북도 청도군,경상북도,청도군,경상북도청도군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47830,47,경상북도,47830,고령군,경상북도 고령군,경상북도,고령군,경상북도고령군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47840,47,경상북도,47840,성주군,경상북도 성주군,경상북도,성주군,경상북도성주군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47850,47,경상북도,47850,칠곡군,경상북도 칠곡군,경상북도,칠곡군,경상북도칠곡군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47900,47,경상북도,47900,예천군,경상북도 예천군,경상북도,예천군,경상북도예천군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47920,47,경상북도,47920,봉화군,경상북도 봉화군,경상북도,봉화군,경상북도봉화군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47930,47,경상북도,47930,울진군,경상북도 울진군,경상북도,울진군,경상북도울진군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_47_47940,47,경상북도,47940,울릉군,경상북도 울릉군,경상북도,울릉군,경상북도울릉군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48121,48,경상남도,48121,창원시 의창구,경상남도 창원시 의창구,경상남도,창원시의창구,경상남도창원시의창구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48123,48,경상남도,48123,창원시 성산구,경상남도 창원시 성산구,경상남도,창원시성산구,경상남도창원시성산구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48125,48,경상남도,48125,창원시 마산합포구,경상남도 창원시 마산합포구,경상남도,창원시마산합포구,경상남도창원시마산합포구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48127,48,경상남도,48127,창원시 마산회원구,경상남도 창원시 마산회원구,경상남도,창원시마산회원구,경상남도창원시마산회원구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48129,48,경상남도,48129,창원시 진해구,경상남도 창원시 진해구,경상남도,창원시진해구,경상남도창원시진해구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48170,48,경상남도,48170,진주시,경상남도 진주시,경상남도,진주시,경상남도진주시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48220,48,경상남도,48220,통영시,경상남도 통영시,경상남도,통영시,경상남도통영시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48240,48,경상남도,48240,사천시,경상남도 사천시,경상남도,사천시,경상남도사천시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48250,48,경상남도,48250,김해시,경상남도 김해시,경상남도,김해시,경상남도김해시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48270,48,경상남도,48270,밀양시,경상남도 밀양시,경상남도,밀양시,경상남도밀양시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48310,48,경상남도,48310,거제시,경상남도 거제시,경상남도,거제시,경상남도거제시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48330,48,경상남도,48330,양산시,경상남도 양산시,경상남도,양산시,경상남도양산시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48720,48,경상남도,48720,의령군,경상남도 의령군,경상남도,의령군,경상남도의령군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48730,48,경상남도,48730,함안군,경상남도 함안군,경상남도,함안군,경상남도함안군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48740,48,경상남도,48740,창녕군,경상남도 창녕군,경상남도,창녕군,경상남도창녕군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48820,48,경상남도,48820,고성군,경상남도 고성군,경상남도,고성군,경상남도고성군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48840,48,경상남도,48840,남해군,경상남도 남해군,경상남도,남해군,경상남도남해군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48850,48,경상남도,48850,하동군,경상남도 하동군,경상남도,하동군,경상남도하동군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48860,48,경상남도,48860,산청군,경상남도 산청군,경상남도,산청군,경상남도산청군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48870,48,경상남도,48870,함양군,경상남도 함양군,경상남도,함양군,경상남도함양군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48880,48,경상남도,48880,거창군,경상남도 거창군,경상남도,거창군,경상남도거창군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_48_48890,48,경상남도,48890,합천군,경상남도 합천군,경상남도,합천군,경상남도합천군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_50_50110,50,제주특별자치도,50110,제주시,제주특별자치도 제주시,제주특별자치도,제주시,제주특별자치도제주시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_50_50130,50,제주특별자치도,50130,서귀포시,제주특별자치도 서귀포시,제주특별자치도,서귀포시,제주특별자치도서귀포시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51110,51,강원특별자치도,51110,춘천시,강원특별자치도 춘천시,강원특별자치도,춘천시,강원특별자치도춘천시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51130,51,강원특별자치도,51130,원주시,강원특별자치도 원주시,강원특별자치도,원주시,강원특별자치도원주시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51150,51,강원특별자치도,51150,강릉시,강원특별자치도 강릉시,강원특별자치도,강릉시,강원특별자치도강릉시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51170,51,강원특별자치도,51170,동해시,강원특별자치도 동해시,강원특별자치도,동해시,강원특별자치도동해시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51190,51,강원특별자치도,51190,태백시,강원특별자치도 태백시,강원특별자치도,태백시,강원특별자치도태백시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51210,51,강원특별자치도,51210,속초시,강원특별자치도 속초시,강원특별자치도,속초시,강원특별자치도속초시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51230,51,강원특별자치도,51230,삼척시,강원특별자치도 삼척시,강원특별자치도,삼척시,강원특별자치도삼척시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51720,51,강원특별자치도,51720,홍천군,강원특별자치도 홍천군,강원특별자치도,홍천군,강원특별자치도홍천군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51730,51,강원특별자치도,51730,횡성군,강원특별자치도 횡성군,강원특별자치도,횡성군,강원특별자치도횡성군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51750,51,강원특별자치도,51750,영월군,강원특별자치도 영월군,강원특별자치도,영월군,강원특별자치도영월군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51760,51,강원특별자치도,51760,평창군,강원특별자치도 평창군,강원특별자치도,평창군,강원특별자치도평창군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51770,51,강원특별자치도,51770,정선군,강원특별자치도 정선군,강원특별자치도,정선군,강원특별자치도정선군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51780,51,강원특별자치도,51780,철원군,강원특별자치도 철원군,강원특별자치도,철원군,강원특별자치도철원군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51790,51,강원특별자치도,51790,화천군,강원특별자치도 화천군,강원특별자치도,화천군,강원특별자치도화천군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51800,51,강원특별자치도,51800,양구군,강원특별자치도 양구군,강원특별자치도,양구군,강원특별자치도양구군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51810,51,강원특별자치도,51810,인제군,강원특별자치도 인제군,강원특별자치도,인제군,강원특별자치도인제군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51820,51,강원특별자치도,51820,고성군,강원특별자치도 고성군,강원특별자치도,고성군,강원특별자치도고성군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_51_51830,51,강원특별자치도,51830,양양군,강원특별자치도 양양군,강원특별자치도,양양군,강원특별자치도양양군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52111,52,전북특별자치도,52111,전주시 완산구,전북특별자치도 전주시 완산구,전북특별자치도,전주시완산구,전북특별자치도전주시완산구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52113,52,전북특별자치도,52113,전주시 덕진구,전북특별자치도 전주시 덕진구,전북특별자치도,전주시덕진구,전북특별자치도전주시덕진구,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52130,52,전북특별자치도,52130,군산시,전북특별자치도 군산시,전북특별자치도,군산시,전북특별자치도군산시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52140,52,전북특별자치도,52140,익산시,전북특별자치도 익산시,전북특별자치도,익산시,전북특별자치도익산시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52180,52,전북특별자치도,52180,정읍시,전북특별자치도 정읍시,전북특별자치도,정읍시,전북특별자치도정읍시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52190,52,전북특별자치도,52190,남원시,전북특별자치도 남원시,전북특별자치도,남원시,전북특별자치도남원시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52210,52,전북특별자치도,52210,김제시,전북특별자치도 김제시,전북특별자치도,김제시,전북특별자치도김제시,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52710,52,전북특별자치도,52710,완주군,전북특별자치도 완주군,전북특별자치도,완주군,전북특별자치도완주군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52720,52,전북특별자치도,52720,진안군,전북특별자치도 진안군,전북특별자치도,진안군,전북특별자치도진안군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52730,52,전북특별자치도,52730,무주군,전북특별자치도 무주군,전북특별자치도,무주군,전북특별자치도무주군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52740,52,전북특별자치도,52740,장수군,전북특별자치도 장수군,전북특별자치도,장수군,전북특별자치도장수군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52750,52,전북특별자치도,52750,임실군,전북특별자치도 임실군,전북특별자치도,임실군,전북특별자치도임실군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52770,52,전북특별자치도,52770,순창군,전북특별자치도 순창군,전북특별자치도,순창군,전북특별자치도순창군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52790,52,전북특별자치도,52790,고창군,전북특별자치도 고창군,전북특별자치도,고창군,전북특별자치도고창군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
region_52_52800,52,전북특별자치도,52800,부안군,전북특별자치도 부안군,전북특별자치도,부안군,전북특별자치도부안군,API 요청의 areaCd와 signguCd 파라미터 매핑에 사용
